pl_name,hostname,sy_dist,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_spectype,st_teff,st_mass,disc_year
"TOI-4443.01","TOI-4443",56.07390000,1.71932650,3.60000000,1.84985670000,1638.82,,5834.00,1.049133,2024
"Barnard c","Barnard's star",1.82655000,0.74300000,0.33500000,4.12440000000,400.00,"M3.5-4 V",3195.00,0.162000,2025
"HD 23079 c","HD 23079",33.45910000,2.80000000,8.26000000,5.74891300000,,"F9.5 V",5994.00,1.160000,2025
"HD 196067 c","HD 196067",39.93460000,3.21000000,10.40000000,4.60108800000,,"G0 V",6072.00,1.160000,2025
"HD 190007 b","HD 190007",12.71410000,4.06000000,15.50000000,11.72412800000,,"K4 V",4610.00,0.770000,2020
"TOI-663 c","TOI-663",64.23080000,2.26000000,3.65000000,4.69555070000,553.00,"M1 V",3681.00,0.514000,2024
"TOI-3785 b","TOI-3785",79.76340000,5.14000000,14.95000000,4.67473730000,582.00,"M2 V",3576.00,0.520000,2023
"DE CVn b","DE CVn",30.52250000,12.40000000,3823.27330161,4098.10000000000,,,3579.00,0.510000,2018
"GJ 740 b","GJ 740",11.10170000,1.53000000,2.96000000,2.37756000000,829.00,"M1.0 V",3913.00,0.580000,2021
"TRAPPIST-1 b","TRAPPIST-1",12.42988881,1.11600000,1.37400000,1.51082600000,397.60,"M8.0 V",2566.00,0.089800,2016
"GJ 682 c","GJ 682",5.00671000,2.89000000,8.70000000,57.32000000000,,"M3.5 V",3028.00,0.270000,2014
"7 CMa c","7 CMa",19.81010000,13.90000000,276.51210000,996.00000000000,,"K1III(+M)",4826.00,1.340000,2019
"BD+55 362 b","BD+55 362",52.56970000,14.00000000,228.83645304,265.59000000000,,"K3",5012.00,0.909000,2021
"HD 124330 b","HD 124330",60.19770000,14.00000000,238.37130525,270.66000000000,,"G4 IV",5873.00,1.150000,2021
"HD 213472 b","HD 213472",64.45270000,13.10000000,1112.39942450,17000.00000000000,,,5729.54,1.048132,2021
"HD 26161 b","HD 26161",40.91280000,11.90000000,9045.39646322,10942.29013000000,,,6057.62,1.120000,2021
"GJ 229 A c","GJ 229",5.75624000,2.87000000,8.58136699,121.93268000000,,"M1.5V",3564.00,0.509000,2020
"GJ 720 A b","GJ 720 A",15.55750000,3.77000000,13.64000000,19.46600000000,401.00,"M0.5 V",3837.00,0.570000,2021
"HD 80869 b","HD 80869",85.39510000,12.80000000,1609.80088146,1752.92067000000,203.20,"G5",5837.00,1.060000,2021
"TIC 393818343 b","TIC 393818343",93.73450000,12.18416202,1379.37528638,16.24921000000,805.50,"G0",5756.00,1.082000,2024
"HD 164922 d","HD 164922",22.00160000,1.83000000,4.00000000,12.45800000000,,"G9 V",5390.00,0.926000,2020
"GJ 338 B b","GJ 338 B",6.33256000,3.25000000,10.60000000,24.42200000000,391.00,"M0 V",4014.00,0.640000,2020
"K2-133 b","K2-133",75.17030000,1.34000000,2.36000000,3.07133000000,,"M1.5 V",3655.00,0.461000,2017
"TOI-1080 b","TOI-1080",25.55900000,1.20000000,10.70000000,3.96524820000,368.00,"M4.0&plusmn;1.0 V",3065.00,0.166700,2026
"BD-11 4672 c","BD-11 4672",27.16650000,4.04000000,15.37000000,74.20000000000,,"K7V",4550.00,0.651000,2020
"K2-315 b","K2-315",56.96860000,0.95000000,0.80900000,3.14431890000,460.00,"M(3.5+/-0.5) V",3300.00,0.174000,2020
"TOI-561 b","TOI-561",85.79900000,1.39700000,2.02000000,0.44656970000,2319.00,"G9 V",5342.00,0.806000,2020
"HIP 4845 b","HIP 4845",21.09740000,3.89000000,14.40000000,34.15000000000,,"K7V",4010.00,0.620000,2020
"TOI-784 b","HD 307842",64.59970000,1.93000000,9.67000000,2.79703650000,1256.00,"G",5558.00,0.910000,2023
"TOI-1450 A b","TOI-1450 A",22.44670000,1.13000000,1.25800000,2.04392740000,722.00,"M3.0 V",3437.00,0.480000,2024
"Wolf 503 b","Wolf 503",44.52600000,2.04300000,6.26000000,6.00127000000,790.00,"K3.5 V",4716.00,0.688000,2018
"G 9-40 b","G 9-40",27.92760000,1.90000000,4.00000000,5.74599820000,440.60,"M2.5 V",3395.00,0.295200,2019
"HIP 18606 b","HIP 18606",47.02880000,14.00000000,244.72787339,674.94000000000,,"K0/1 III",4860.00,1.210000,2025
"HD 86065 b","HD 86065",40.36610000,12.50000000,2877.30056857,25775.78859000000,,,4927.56,0.810000,2022
"HD 115404 A c","HD 115404 A",10.98160000,12.50000000,3279.67133183,15319.22517000000,,"K2V",5019.17,0.830000,2022
"Kepler-408 b","Kepler-408",88.78320000,0.82000000,5.00000000,2.46502000000,1561.00,,6104.00,1.080000,2014
"GJ 143 b","GJ 143",16.32000000,2.61000000,22.70000000,35.61253000000,422.00,"K4.5",4640.00,0.730000,2019
"GJ 1002 b","GJ 1002",4.84867000,1.03000000,1.08000000,10.34650000000,230.90,"M5.5 V",3024.00,0.120000,2022
"HD 5278 c","HD 5278",57.58460000,4.49000000,18.40000000,40.87000000000,,"F V",6203.00,1.126000,2021
"PZ Tel b","PZ Tel",47.06480000,11.90000000,8581.36698900,44000.00000000000,,"G9 IV",5169.00,1.360000,2023
"GJ 1151 c","GJ 1151",8.03625000,3.25000000,10.62000000,389.70000000000,,"M 4.5V",3280.00,0.163900,2023
"HIP 99770 b","HIP 99770",40.07650000,12.20000000,5117.03735270,18600.00000000000,,"A5-A6",8000.00,1.850000,2023
"HD 167677 b","HD 167677",54.32580000,13.20000000,905.81095995,1820.00000000000,,"G5 V",5474.00,0.960000,2023
"HD 94771 b","HD 94771",57.78070000,14.20000000,169.00000000,2164.00000000000,,"G3/G5 V",5631.00,1.200000,2023
"51 Eri b","51 Eri",29.75750000,,3464.32963630,9100.00000000000,807.00,"F0 IV",7422.00,1.750000,2015
"HD 135625 b","HD 135625",56.51800000,13.30000000,731.00533610,4055.00000000000,,"G3 IV/V",6040.64,1.280000,2023
"HD 185283 b","HD 185283",31.39500000,13.60000000,413.17692910,4060.00000000000,,"K3 V",4848.00,0.800000,2023
"TOI-5789 d","TOI-5789",20.45810000,1.91000000,4.29000000,29.65000000000,545.00,"K1 V",5185.00,0.821000,2026
"HD 109988 b","HD 109988",42.52790000,12.10000000,6935.33366915,17132.15854000000,,,5185.97,0.880000,2022
"HD 11112 b","HD 11112",44.38040000,12.60000000,2598.56505563,17244.90764000000,,,5905.64,1.070000,2022
"HD 11505 b","HD 11505",38.96790000,12.60000000,2510.52658689,32669.22247000000,,,5757.15,1.030000,2022
"HD 122562 c","HD 122562",53.25280000,10.10000000,73.10053361,84.96276000000,,,4956.00,1.241000,2022
"HD 135872 b","HD 135872",82.42510000,12.80000000,1744.56012602,2422.32597000000,,,4992.00,1.646000,2022
"HD 113337 c","HD 113337",36.18000000,12.10000000,6299.67685515,5429.93477000000,,"F6 V",6774.00,1.410000,2020
"HD 151450 c","HD 151450",43.60020000,12.80000000,1636.18063924,18144.76236000000,,,6091.98,1.140000,2022
"HD 188641 b","HD 188641",64.33990000,11.90000000,9333.03117155,14583.81038000000,,,5897.32,1.070000,2022
"HD 13724 c","HD 13724",43.46500000,8.18000000,50.85254512,142.22895000000,,,5835.31,1.004000,2022
"GJ 887 d","GJ 887",3.28679000,2.34000000,6.10000000,50.77000000000,241.00,"M1 V",3688.00,0.495000,2026
"HD 164604 c","HD 164604",39.36330000,12.50000000,3019.36986650,5387.00000000000,,"K3.5 V",4663.00,0.770000,2026
"HD 205158 b","HD 205158",86.61590000,13.90000000,124.58873554,25.33798000000,,,6133.55,1.160000,2022
"TOI-4336 A c","TOI-4336 A",22.54550000,1.25100000,1.55000000,7.58726600000,399.50,"M3.5 V",3307.00,0.306000,2026
"HD 28185 b","HD 28185",39.38090000,12.80000000,1859.29618095,385.92000000000,,"G5",5602.00,0.974000,2001
"WISEP J121756.91+162640.2 A b","WISEP J121756.91+162640.2 A",10.10000000,10.46800000,6992.00000000,,450.00,"T8.5",575.00,0.029000,2012
"K2-72 b","K2-72",66.43210000,1.08000000,1.28000000,5.57721200000,,,3360.47,0.271365,2016
"K2-72 d","K2-72",66.43210000,1.01000000,1.01000000,7.76017800000,,,3360.47,0.271365,2016
"K2-65 b","K2-65",72.20000000,1.58000000,3.12000000,12.64750000000,,,5213.00,0.870000,2016
"Kepler-42 d","Kepler-42",40.05950000,0.57000000,0.35778500,1.86516900000,450.00,"M",3068.00,0.130000,2011
"CD-35 2722 b","CD-35 2722",22.38960000,17.37392009,9375.93800650,,1800.00,"M1 V",3689.00,0.400000,2011
"HD 86226 b","HD 86226",45.68300000,14.30000000,143.02350000,1628.00000000000,176.00,"G1 V",5863.00,1.019000,2009
"HD 22946 d","HD 22946",62.77920000,2.60700000,26.57000000,47.42489000000,546.00,"F7/F8V",6169.00,1.098000,2023
"GJ 411 b","GJ 411",5.67577300,1.45000000,2.69000000,12.93940000000,349.83,"M1.5 V",3719.00,0.389900,2019
"TOI-1774.01","TOI-1774",53.97400000,2.78000000,8.50000000,16.70988000000,824.00,,5746.00,0.991000,2021
"HD 136352 c","HD 136352",14.68200000,2.91600000,11.24000000,27.59221000000,677.00,"G4 V",5664.00,0.870000,2019
"HD 192310 b","HD 192310",8.79687000,4.27000000,16.90000000,74.72000000000,355.00,"K3V",5166.00,0.800000,2011
"HD 176986 b","HD 176986",27.78430000,,1487.75477317,6.49164000000,767.00,"K2.5 V",4931.00,0.789000,2017
"TOI-4336 A b","TOI-4336 A",22.54550000,2.13700000,3.33000000,16.33635100000,309.40,"M3.5 V",3307.00,0.306000,2024
"TOI-4342 c","TOI-4342",61.52040000,2.34900000,4.80000000,10.68866200000,514.00,"M0 V",3866.00,0.587000,2023
"TOI-411 b","HD 22946",62.77920000,1.36200000,13.71000000,4.04029500000,1241.00,"F7/F8V",6169.00,1.098000,2022
"HD 28185 c","HD 28185",39.38090000,12.80000000,1906.97044200,9090.00000000000,,"G5",5602.00,0.974000,2022
"HD 39194 b","HD 39194",26.41310000,1.99000000,4.62000000,5.63692000000,,"K0 V",5205.00,0.860000,2021
"HD 181433 c","HD 181433",26.87620000,,2207.00045821,1018.50000000000,,"K3 IV",4918.00,0.860000,2008
"HD 164604 b","HD 164604",39.36330000,12.30000000,4195.33497240,653.90000000000,,"K3.5 V",4663.00,0.770000,2009
"TOI-2267 b","TOI-2267 A",22.55000000,1.00000000,0.97200000,2.28909000000,424.00,"M5 V",3030.00,0.171000,2025
"LHS 1903 b","LHS 1903",35.69170000,1.38200000,3.28000000,2.15550980000,796.00,"M",3664.00,0.538000,2026
"TOI-2411 b","TOI-2411",59.53620000,1.68000000,3.46000000,0.78269420000,1355.00,,4099.00,0.650000,2022
"LTT 3780 b","LTT 3780",21.98140000,1.32500000,2.46000000,0.76837931000,903.00,"M3.5 V",3358.00,0.381000,2020
"LTT 3780 c","LTT 3780",21.98140000,2.39000000,8.04000000,12.25228400000,359.00,"M3.5 V",3358.00,0.381000,2020
